"concept","code","name","level","parent"
"coicop18","CP09450","Veterinary and other services for pets (S)",5,"CP0945"
"coicop18","CP0946","Recreational and sporting services (S)",4,"CP094"
"coicop18","CP09461","Recreational and leisure services (S)",5,"CP0946"
"coicop18","CP09462","Services associated with the practice of sports (S)",5,"CP0946"
"coicop18","CP09463","Services associated with attendance at sporting events (S)",5,"CP0946"
"coicop18","CP0947","Games of chance (S)",4,"CP094"
"coicop18","CP09470","Games of chance (S)",5,"CP0947"
"coicop18","CP095","Cultural goods",3,"CP09"
"coicop18","CP0951","Musical instruments (D)",4,"CP095"
"coicop18","CP09510","Musical instruments (D)",5,"CP0951"
"coicop18","CP0952","Audiovisual media (SD)",4,"CP095"
"coicop18","CP09520","Audiovisual media (SD)",5,"CP0952"
"coicop18","CP096","Cultural services",3,"CP09"
"coicop18","CP0961","Services provided by cinemas, theatres and concert venues (S)",4,"CP096"
"coicop18","CP09610","Services provided by cinemas, theatres and concert venues (S)",5,"CP0961"
"coicop18","CP0962","Services provided by museums, libraries and cultural sites (S)",4,"CP096"
"coicop18","CP09620","Services provided by museums, libraries and cultural sites (S)",5,"CP0962"
"coicop18","CP0963","Photographic services (S)",4,"CP096"
"coicop18","CP09630","Photographic services (S)",5,"CP0963"
"coicop18","CP0969","Other cultural services (S)",4,"CP096"
"coicop18","CP09690","Other cultural services (S)",5,"CP0969"
"coicop18","CP097","Newspapers, books and stationery",3,"CP09"
"coicop18","CP0971","Books (SD)",4,"CP097"
"coicop18","CP09711","Educational books and textbooks (SD)",5,"CP0971"
"coicop18","CP09719","Other books (SD)",5,"CP0971"
"coicop18","CP0972","Newspapers and periodicals (ND)",4,"CP097"
"coicop18","CP09721","Newspapers (ND)",5,"CP0972"
"coicop18","CP09722","Magazines and periodicals (ND)",5,"CP0972"
"coicop18","CP0973","Miscellaneous printed matter (ND)",4,"CP097"
"coicop18","CP09730","Miscellaneous printed matter (ND)",5,"CP0973"
"coicop18","CP0974","Stationery and drawing materials (ND)",4,"CP097"
"coicop18","CP09740","Stationery and drawing materials (ND)",5,"CP0974"
"coicop18","CP098","Package holidays",3,"CP09"
"coicop18","CP0980","Package holidays (S)",4,"CP098"
"coicop18","CP09800","Package holidays (S)",5,"CP0980"
"coicop18","CP10","Education services",2,"TOTAL"
"coicop18","CP101","Early childhood and primary education",3,"CP10"
"coicop18","CP1010","Early childhood and primary education (S)",4,"CP101"
"coicop18","CP10101","Early childhood education (S)",5,"CP1010"
"coicop18","CP10102","Primary education (S)",5,"CP1010"
"coicop18","CP102","Secondary education",3,"CP10"
"coicop18","CP1020","Secondary education (S)",4,"CP102"
"coicop18","CP10200","Secondary education (S)",5,"CP1020"
"coicop18","CP103","Post-secondary non-tertiary education",3,"CP10"
"coicop18","CP1030","Post-secondary non-tertiary education (S)",4,"CP103"
"coicop18","CP10300","Post-secondary non-tertiary education (S)",5,"CP1030"
"coicop18","CP104","Tertiary education",3,"CP10"
"coicop18","CP1040","Tertiary education (S)",4,"CP104"
"coicop18","CP10400","Tertiary education (S)",5,"CP1040"
"coicop18","CP105","Education not defined by level",3,"CP10"
"coicop18","CP1050","Education not defined by level (S)",4,"CP105"
"coicop18","CP10501","Tutoring (S)",5,"CP1050"
"coicop18","CP10509","Other education not defined by level (S)",5,"CP1050"
"coicop18","CP11","Restaurants and accommodation services",2,"TOTAL"
"coicop18","CP111","Food and beverage serving services",3,"CP11"
"coicop18","CP1111","Restaurants, cafés and the like (S)",4,"CP111"
"coicop18","CP11111","Restaurants, cafés and the like – with full service (S)",5,"CP1111"
"coicop18","CP11112","Restaurants, cafés and the like – with limited service (S)",5,"CP1111"
"coicop18","CP1112","Canteens, cafeterias and refectories (S)",4,"CP111"
"coicop18","CP11121","Canteens and cafeterias of universities, schools and kindergartens (S)",5,"CP1112"
"coicop18","CP11129","Other canteens, cafeterias and refectories (S)",5,"CP1112"
"coicop18","CP112","Accommodation services",3,"CP11"
"coicop18","CP1120","Accommodation services (S)",4,"CP112"
"coicop18","CP11201","Hotels, motels, inns and similar accommodation services (S)",5,"CP1120"
"coicop18","CP11202","Holiday centres, camping sites, youth hostels and similar accommodation services (S)",5,"CP1120"
"coicop18","CP11203","Accommodation services of boarding schools, universities and other educational establishments (S)",5,"CP1120"
"coicop18","CP11209","Other accommodation services (S)",5,"CP1120"
"coicop18","CP12","Insurance and financial services",2,"TOTAL"
"coicop18","CP121","Insurance",3,"CP12"
"coicop18","CP1211","Life and accident insurance (S)",4,"CP121"
"coicop18","CP12110","Life and accident insurance (S)",5,"CP1211"
"coicop18","CP1212","Insurance connected with health (S)",4,"CP121"
"coicop18","CP12120","Insurance connected with health (S)",5,"CP1212"
"coicop18","CP1213","Insurance connected with dwellings (S)",4,"CP121"
"coicop18","CP12130","Insurance connected with dwellings (S)",5,"CP1213"
"coicop18","CP1214","Insurance connected with transport (S)",4,"CP121"
"coicop18","CP12141","Personal transport insurance (S)",5,"CP1214"
"coicop18","CP12142","Travel insurance (S)",5,"CP1214"
"coicop18","CP1219","Other insurance (S)",4,"CP121"
"coicop18","CP12190","Other insurance (S)",5,"CP1219"
"coicop18","CP122","Financial services",3,"CP12"
"coicop18","CP1222","Explicit charges by deposit-taking corporations (S)",4,"CP122"
"coicop18","CP12220","Explicit charges by deposit-taking corporations (S)",5,"CP1222"
"coicop18","CP1229","Other financial services (S)",4,"CP122"
"coicop18","CP12291","Remittances fees (S)",5,"CP1229"
"coicop18","CP12299","Other financial services n.e.c. (S)",5,"CP1229"
"coicop18","CP13","Personal care, social protection and miscellaneous goods and services",2,"TOTAL"
"coicop18","CP131","Personal care",3,"CP13"
"coicop18","CP1311","Electric appliances for personal care (SD)",4,"CP131"
"coicop18","CP13111","Purchase of electric appliances for personal care (SD)",5,"CP1311"
"coicop18","CP13112","Repair of electric appliances for personal care (S)",5,"CP1311"
"coicop18","CP1312","Other appliances, articles and products for personal care (ND)",4,"CP131"
"coicop18","CP13120","Other appliances, articles and products for personal care (ND)",5,"CP1312"
"coicop18","CP1313","Hairdressing salons and personal grooming establishments (S)",4,"CP131"
"coicop18","CP13131","Hairdressing (S)",5,"CP1313"
"coicop18","CP13132","Personal grooming treatments (S)",5,"CP1313"
"coicop18","CP132","Other personal effects",3,"CP13"
"coicop18","CP1321","Jewellery and watches (D)",4,"CP132"
"coicop18","CP13211","Purchase of jewellery and watches (D)",5,"CP1321"
"coicop18","CP13212","Repair and hire of jewellery, clocks and watches (S)",5,"CP1321"
"coicop18","CP1322","Devotional articles and articles for religious and ritual celebrations (SD)",4,"CP132"
"coicop18","CP13220","Devotional articles and articles for religious and ritual celebrations (SD)",5,"CP1322"
"coicop18","CP1329","Other personal effects n.e.c. (SD)",4,"CP132"
"coicop18","CP13291","Travel goods, baby articles and other personal effects n.e.c. (SD)",5,"CP1329"
"coicop18","CP13292","Repair and hire of other personal effects (S)",5,"CP1329"
"coicop18","CP133","Social protection",3,"CP13"
"coicop18","CP1330","Social protection (S)",4,"CP133"
"coicop18","CP13301","Childcare services (S)",5,"CP1330"
"coicop18","CP13302","Retirement homes for elderly persons and residences for disabled persons, not providing medical care (S)",5,"CP1330"
"coicop18","CP13303","Home care services for elderly and disabled (S)",5,"CP1330"
"coicop18","CP13309","Other social protection services (S)",5,"CP1330"
"coicop18","CP139","Other services",3,"CP13"
"coicop18","CP1390","Other services (S)",4,"CP139"
"coicop18","CP13902","Religious services (S)",5,"CP1390"
"coicop18","CP13909","Other services n.e.c. (S)",5,"CP1390"
"coicop18","GD","Goods (overall index excluding services)",0,NA
"coicop18","FOOD","Food including alcohol and tobacco",0,NA
"coicop18","FOOD_P","Processed food including alcohol and tobacco",0,NA
"coicop18","FOOD_P_X_TBC","Processed food excluding tobacco",0,NA
"coicop18","FOOD_P_X_ALC_TBC","Processed food excluding alcohol and tobacco",0,NA
"coicop18","FOOD_NP","Unprocessed food",0,NA
"coicop18","FOOD_S","Seasonal food",0,NA
"coicop18","IGD","Industrial goods",0,NA
"coicop18","IGD_NNRG","Non-energy industrial goods",0,NA
"coicop18","IGD_NNRG_D","Non-energy industrial goods, durables only",0,NA
"coicop18","IGD_NNRG_SD","Non-energy industrial goods, semi-durables only",0,NA
"coicop18","IGD_NNRG_ND","Non-energy industrial goods, non-durables only",0,NA
"coicop18","NRG","Energy",0,NA
"coicop18","ELC_GAS","Electricity, gas, solid fuels and heat energy",0,NA
"coicop18","FUEL","Liquid fuels and fuels and lubricants for personal transport equipment",0,NA
"coicop18","SERV","Services (overall index excluding goods)",0,NA
"coicop18","SERV_COM","Services related to communication",0,NA
"coicop18","SERV_HOUS","Services related to housing",0,NA
"coicop18","SERV_MSC","Services - miscellaneous",0,NA
"coicop18","SERV_REC","Services related to recreation, including repairs and personal care",0,NA
"coicop18","SERV_REC_X_HOA","Services related to recreation and personal care, excluding package holidays and accommodation",0,NA
"coicop18","SERV_REC_HOA","Services related to package holidays and accommodation",0,NA
"coicop18","SERV_TRA","Services related to transport",0,NA
"coicop18","NRG_FOOD_NP","Energy and unprocessed food",0,NA
"coicop18","NRG_FOOD_S","Energy and seasonal food",0,NA
"coicop18","EDUC_HLTH_SPR","Education, health and social protection",0,NA
"coicop18","FROOPP","Frequent out-of-pocket purchases",0,NA
"coicop18","TOT_X_FOOD_S","Overall index excluding seasonal food",0,NA
"coicop18","TOT_X_ALC_TBC","Overall index excluding alcohol and tobacco",0,NA
"coicop18","TOT_X_TBC","Overall index excluding tobacco",0,NA
"coicop18","TOT_X_NRG","Overall index excluding energy",0,NA
"coicop18","TOT_X_NRG_FOOD","Overall index excluding energy, food, alcohol and tobacco",0,NA
"coicop18","TOT_X_NRG_FOOD_NP","Overall index excluding energy and unprocessed food",0,NA
"coicop18","TOT_X_NRG_FOOD_S","Overall index excluding energy and seasonal food",0,NA
"coicop18","TOT_X_FUEL","Overall index excluding liquid fuels and lubricants for personal transport equipment",0,NA
"coicop18","TOT_X_HOUS","Overall index excluding housing, water, electricity, gas and other fuels",0,NA
"coicop18","TOT_X_EDUC_HLTH_SPR","Overall index excluding education, health and social protection",0,NA
"coicop18","TOT_X_FROOPP","Overall index excluding frequent out-of-pocket purchases",0,NA
